_id,uid,city,state,country,aqi,slug,rank,cloud,condition_text,feelslike_c,feelslike_f,gust_kph,gust_mph,humidity,is_day,last_updated,last_updated_epoch,precip_in,precip_mm,pressure_in,pressure_mb,temp_c,temp_f,uv,vis_km,vis_miles,wind_degree,wind_dir,wind_kph,wind_mph,country_code
670787c22e464133fcc0691f,VIR13684,Malaut,Punjab,India,,india/punjab/malaut,1,3,Sunny,44.9,112.7,5.0,3.1,8,1,2025-04-07 14:00,1744014600,0,0,29.67,1005,43.2,109.7,6.2,10,6,119,ESE,4.3,2.7,in
670788092e464133fcc0acfa,-177223,Faridkot,Punjab,India,,india/punjab/faridkot,2,14,Sunny,44.0,111.3,5.0,3.1,8,1,2025-04-07 14:00,1744014600,0,0,29.68,1005,42.7,108.8,6.0,10,6,94,E,4.3,2.7,in
670787c22e464133fcc0691e,VIR13604,Mahesana,Gujarat,India,,india/gujarat/mahesana,3,0,Sunny,43.7,110.7,29.0,18.0,7,1,2025-04-07 14:00,1744014600,0,0,29.72,1006,42.5,108.4,7.8,10,6,260,W,25.2,15.7,in
670787ba2e464133fcc05d72,VIR2486,Bikaner,Rajasthan,India,,india/rajasthan/bikaner,4,0,Sunny,43.7,110.6,10.4,6.4,7,1,2025-04-07 14:00,1744014600,0,0,29.65,1004,42.4,108.4,7.3,10,6,326,NNW,9.0,5.6,in
670788622e464133fcc1365c,PLLODA00030676,Ganganagar,Rajasthan,India,,india/rajasthan/ganganagar,5,0,Sunny,43.6,110.5,13.2,8.2,8,1,2025-04-07 14:00,1744014600,0,0,29.66,1004,42.4,108.3,6.5,10,6,120,ESE,11.5,7.2,in
670788622e464133fcc1365a,PLLODA00030674,Phalodi,Rajasthan,India,,india/rajasthan/phalodi,6,0,Sunny,43.5,110.2,9.5,5.9,6,1,2025-04-07 14:00,1744014600,0,0,29.66,1004,42.3,108.2,7.5,10,6,234,SW,8.3,5.1,in
670787ba2e464133fcc05a69,VIR65,Abohar,Punjab,India,,india/punjab/abohar,7,0,Sunny,43.5,110.2,10.8,6.7,8,1,2025-04-07 14:00,1744014600,0,0,29.67,1005,42.3,108.2,6.4,10,6,138,SE,9.4,5.8,in
670787be2e464133fcc0604d,VIR4549,Chittaurgarh,Rajasthan,India,,india/rajasthan/chittaurgarh,8,0,Sunny,43.3,109.9,17.4,10.8,5,1,2025-04-07 14:00,1744014600,0,0,29.67,1005,42.2,107.9,7.4,10,6,303,WNW,15.1,9.4,in
66decfd0934726e744d7e538,11269,Bathinda,Punjab,India,196.0,india/punjab/bathinda,9,0,Sunny,43.3,109.9,8.7,5.4,8,1,2025-04-07 14:00,1744014600,0,0,29.68,1005,42.2,107.9,6.2,10,6,141,SE,7.6,4.7,in
670787c12e464133fcc0663e,VIR11283,Khedbrahma,Gujarat,India,,india/gujarat/khedbrahma,10,0,Sunny,43.1,109.7,22.4,13.9,7,1,2025-04-07 14:00,1744014600,0,0,29.71,1006,42.1,107.8,7.6,10,6,272,W,19.4,12.1,in
66decfd0934726e744d7e533,11842,Fatehabad,Haryana,India,33.0,india/haryana/fatehabad,11,0,Sunny,43.2,109.7,6.6,4.1,8,1,2025-04-07 14:00,1744014600,0,0,29.68,1005,42.1,107.8,6.3,10,6,118,ESE,5.8,3.6,in
66f39f668d1ca34b5384346b,12823,Vadodara,Gujarat,India,99.0,india/gujarat/vadodara,12,0,Sunny,43.1,109.6,16.2,10.0,7,1,2025-04-07 14:00,1744014600,0,0,29.71,1006,42.1,107.7,7.6,10,6,279,W,14.0,8.7,in
670787bf2e464133fcc06336,VIR8103,Godhra,Gujarat,India,,india/gujarat/godhra,13,0,Sunny,43.2,109.7,17.4,10.8,7,1,2025-04-07 14:00,1744014600,0,0,29.71,1006,42.1,107.8,7.6,10,6,283,WNW,15.1,9.4,in
670787c22e464133fcc06922,VIR13754,Mancheral,Telangana,India,,india/telangana/mancheral,14,4,Sunny,43.2,109.7,7.9,4.9,12,1,2025-04-07 14:00,1744014600,0,0,29.67,1005,42.1,107.8,5.9,10,6,313,NW,6.8,4.3,in
