_id,uid,city,state,country,aqi,rank,cloud,condition_text,feelslike_c,feelslike_f,gust_kph,gust_mph,humidity,is_day,last_updated,last_updated_epoch,precip_in,precip_mm,pressure_in,pressure_mb,temp_c,temp_f,uv,vis_km,vis_miles,wind_degree,wind_dir,wind_kph,wind_mph,country_code
66ded08a934726e744d934c3,12881,Khartoum,Khartoum,Sudan,111.5,1,0,Sunny,43.1,109.6,7.1,4.4,8,1,2025-04-01 14:30,1743510600,0,0.0,29.6,1002,42.1,107.8,8.4,10,6,128,SE,6.1,3.8,sd
670787c22e464133fcc06940,VIR15555,Nandod,Gujarat,India,,2,28,Partly Cloudy,40.5,104.9,20.3,12.6,8,1,2025-04-01 17:00,1743507000,0,0.0,29.65,1004,40.4,104.7,0.5,10,6,288,WNW,17.6,11.0,in
66f39f668d1ca34b5384346b,12823,Vadodara,Gujarat,India,99.0,3,3,Sunny,39.9,103.8,19.3,12.0,5,1,2025-04-01 17:00,1743507000,0,0.0,29.64,1004,40.0,104.0,0.5,10,6,281,WNW,13.7,8.5,in
670787bf2e464133fcc06336,VIR8103,Godhra,Gujarat,India,,4,3,Sunny,39.3,102.8,16.6,10.3,6,1,2025-04-01 17:00,1743507000,0,0.0,29.65,1004,39.6,103.3,0.5,10,6,334,NNW,13.3,8.3,in
670787be2e464133fcc0605f,VIR5834,Dholka,Gujarat,India,,5,0,Overcast,38.9,102.0,22.4,13.9,7,1,2025-04-01 17:00,1743507000,0,0.0,29.68,1005,39.3,102.7,0.5,5,3,298,WNW,18.4,11.4,in
670787c22e464133fcc06922,VIR13754,Mancheral,Telangana,India,,6,15,Sunny,38.8,101.9,8.9,5.5,20,1,2025-04-01 17:00,1743507000,0,0.0,29.64,1004,39.3,102.7,0.2,10,6,222,SW,7.6,4.7,in
66decfb6934726e744d7b32c,9147,Chandrapur,Maharashtra,India,121.0,7,8,Sunny,38.9,102.0,18.9,11.8,18,1,2025-04-01 17:45,1743509700,0,0.0,29.63,1004,39.3,102.8,0.3,10,6,127,SE,15.8,9.8,in
670787c12e464133fcc06639,VIR11260,Khambhat,Gujarat,India,,8,9,Sunny,38.7,101.6,27.0,16.8,9,1,2025-04-01 17:00,1743507000,0,0.0,29.66,1004,39.2,102.5,0.5,10,6,270,W,21.6,13.4,in
670787c22e464133fcc0691e,VIR13604,Mahesana,Gujarat,India,,9,3,Sunny,38.7,101.6,22.4,13.9,4,1,2025-04-01 17:00,1743507000,0,0.0,29.67,1005,39.1,102.5,0.7,10,6,296,WNW,18.4,11.4,in
66ded0ec934726e744d9f150,12667,Al Qatif,Ash Sharqiyah,Saudi Arabia,23.0,10,0,Sunny,43.0,109.3,18.4,11.5,8,1,2025-04-01 14:30,1743507000,0,0.0,29.83,1010,39.0,102.2,5.9,10,6,78,ENE,10.1,6.3,sa
66decfb3934726e744d7b028,13875,Durg,Chhattisgarh,India,85.0,11,3,Sunny,38.3,101.0,19.9,12.4,10,1,2025-04-01 17:45,1743509700,0,0.0,29.64,1004,38.9,102.0,0.2,10,6,31,NNE,15.8,9.8,in
670787ba2e464133fcc05d66,VIR2422,Bhilai,Chhattisgarh,India,,12,2,Sunny,38.4,101.0,18.8,11.7,9,1,2025-04-01 17:00,1743507000,0,0.0,29.65,1004,38.9,102.1,0.2,10,6,25,NNE,15.1,9.4,in
670787c62e464133fcc06ea1,VIR18914,Raipur,Chhattisgarh,India,,13,1,Sunny,38.2,100.8,16.4,10.2,8,1,2025-04-01 17:00,1743507000,0,0.0,29.65,1004,38.8,101.9,0.2,10,6,16,NNE,13.0,8.1,in
670787c72e464133fcc06efb,VIR18943,Ramgundam,Telangana,India,,14,14,Sunny,38.1,100.5,13.7,8.5,20,1,2025-04-01 17:00,1743507000,0,0.0,29.65,1004,38.7,101.7,0.3,10,6,141,SE,11.9,7.4,in
670787c12e464133fcc0664b,VIR11802,Kothapet,Telangana,India,,15,14,Sunny,38.1,100.5,13.7,8.5,20,1,2025-04-01 17:00,1743507000,0,0.0,29.65,1004,38.7,101.7,0.3,10,6,141,SE,11.9,7.4,in
670787c12e464133fcc0663e,VIR11283,Khedbrahma,Gujarat,India,,16,5,Sunny,37.8,100.0,10.8,6.7,4,1,2025-04-01 17:00,1743507000,0,0.0,29.67,1005,38.5,101.3,0.6,10,6,68,ENE,3.6,2.2,in
670787c72e464133fcc06f17,VIR21364,Sihor,Gujarat,India,,17,0,Sunny,37.8,100.0,20.5,12.7,6,1,2025-04-01 17:00,1743507000,0,0.0,29.69,1005,38.5,101.3,0.8,10,6,336,NNW,16.9,10.5,in
66decfb2934726e744d7ad20,13742,Bilaspur,Chhattisgarh,India,92.0,18,4,Sunny,37.8,100.0,9.1,5.7,6,1,2025-04-01 17:45,1743509700,0,0.0,29.66,1004,38.5,101.3,0.2,10,6,179,S,6.5,4.0,in
670787c22e464133fcc06923,VIR13770,Mandamari,Telangana,India,,19,16,Sunny,37.6,99.7,19.6,12.2,20,1,2025-04-01 17:00,1743507000,0,0.0,29.66,1004,38.4,101.1,0.3,10,6,133,SE,16.2,10.1,in
670787ba2e464133fcc05d59,VIR2119,Belampalli,Telangana,India,,20,16,Sunny,37.6,99.7,19.6,12.2,20,1,2025-04-01 17:00,1743507000,0,0.0,29.66,1004,38.4,101.1,0.3,10,6,133,SE,16.2,10.1,in
670787ba2e464133fcc05d7a,VIR3427,Burhanpur,Madhya Pradesh,India,,21,48,Partly Cloudy,37.6,99.6,22.4,13.9,16,1,2025-04-01 17:00,1743507000,0,0.0,29.65,1004,38.4,101.1,0.3,10,6,200,SSW,19.4,12.1,in
66decf7b934726e744d754dc,13844,Ouagadougou,Centre,Burkina Faso,53.5,22,0,Sunny,37.6,99.7,17.0,10.6,6,1,2025-04-01 12:15,1743509700,0,0.0,29.83,1010,38.4,101.1,12.6,8,4,57,ENE,14.8,9.2,bf
66decf95934726e744d786ff,11843,Ankleshwar,Gujarat,India,162.0,23,46,Partly Cloudy,37.6,99.7,24.3,15.1,8,1,2025-04-01 17:45,1743509700,0,0.0,29.67,1005,38.4,101.1,0.5,10,6,266,W,19.4,12.1,in
66decf98934726e744d78cc1,11854,Gandhinagar,Gujarat,India,109.0,24,0,Overcast,37.5,99.4,20.5,12.7,8,1,2025-04-01 17:45,1743509700,0,0.0,29.68,1005,38.3,100.9,0.7,5,3,305,NW,16.6,10.3,in
66ded087934726e744d92ee2,12640,Bamako,Bamako,Mali,97.0,25,0,Sunny,37.5,99.4,22.4,13.9,10,1,2025-04-01 12:30,1743510600,0,0.0,29.85,1011,38.3,100.9,12.2,8,4,61,ENE,19.4,12.1,ml
66decfd3934726e744d7eb13,8192,Ahmedabad,Gujarat,India,133.55555555555554,26,0,Overcast,37.5,99.4,17.4,10.8,8,1,2025-04-01 17:45,1743509700,0,0.0,29.68,1005,38.3,100.9,0.7,5,3,289,WNW,14.0,8.7,in
66ded089934726e744d931d6,12674,Al Hufuf,Ash Sharqiyah,Saudi Arabia,15.0,27,0,Sunny,37.5,99.4,3.8,2.4,8,1,2025-04-01 15:30,1743510600,0,0.0,29.85,1011,38.3,100.9,3.6,10,6,83,E,3.6,2.2,sa
670787c62e464133fcc06e73,VIR17333,Palwancha,Telangana,India,,28,10,Sunny,37.3,99.1,18.3,11.4,18,1,2025-04-01 17:00,1743507000,0,0.0,29.67,1005,38.2,100.7,0.2,10,6,127,SE,14.8,9.2,in
670787c12e464133fcc06649,VIR11738,Koratla,Telangana,India,,29,11,Sunny,37.3,99.1,22.9,14.2,19,1,2025-04-01 17:00,1743507000,0,0.0,29.65,1004,38.2,100.7,0.3,10,6,118,ESE,19.4,12.1,in
670787c72e464133fcc06f1c,VIR21458,Sirsilla,Telangana,India,,30,11,Sunny,37.3,99.1,22.9,14.2,19,1,2025-04-01 17:00,1743507000,0,0.0,29.65,1004,38.2,100.7,0.3,10,6,118,ESE,19.4,12.1,in
670787c62e464133fcc06e60,VIR16023,Kondapalle,Telangana,India,,31,13,Sunny,37.4,99.3,23.6,14.7,19,1,2025-04-01 17:00,1743507000,0,0.0,29.66,1005,38.2,100.8,0.3,10,6,144,SE,19.1,11.9,in
670787c12e464133fcc0664c,VIR11810,Kottagudem,Telangana,India,,32,10,Sunny,37.3,99.1,18.3,11.4,18,1,2025-04-01 17:00,1743507000,0,0.0,29.67,1005,38.2,100.7,0.2,10,6,127,SE,14.8,9.2,in
670787bf2e464133fcc06355,VIR10334,Jagtial,Telangana,India,,33,12,Sunny,37.3,99.1,22.7,14.1,20,1,2025-04-01 17:00,1743507000,0,0.0,29.65,1004,38.2,100.7,0.3,10,6,121,ESE,19.1,11.9,in
670787c22e464133fcc06930,VIR14450,Metpally,Telangana,India,,34,11,Sunny,37.3,99.1,22.9,14.2,19,1,2025-04-01 17:00,1743507000,0,0.0,29.65,1004,38.2,100.7,0.3,10,6,118,ESE,19.4,12.1,in
670787ba2e464133fcc05a6c,VIR151,Adilabad,Telangana,India,,35,7,Sunny,37.3,99.2,5.0,3.1,19,1,2025-04-01 17:00,1743507000,0,0.0,29.65,1004,38.2,100.7,0.3,10,6,4,N,4.3,2.7,in
670787ba2e464133fcc05d61,VIR2414,Bhainsa,Telangana,India,,36,6,Sunny,37.3,99.2,13.6,8.4,18,1,2025-04-01 17:00,1743507000,0,0.0,29.64,1004,38.2,100.7,0.3,10,6,94,E,11.2,6.9,in
66decf7a934726e744d751e7,12880,N Djamena,N Djamena,Chad,194.5,37,0,Overcast,37.3,99.2,16.6,10.3,9,1,2025-04-01 13:15,1743509700,0,0.0,29.74,1007,38.2,100.8,8.9,3,1,355,N,14.4,8.9,td
670787c62e464133fcc06e63,VIR16106,Nizamabad,Telangana,India,,38,7,Sunny,37.1,98.8,18.5,11.5,18,1,2025-04-01 17:00,1743507000,0,0.0,29.64,1004,38.1,100.5,0.1,10,6,105,ESE,15.5,9.6,in
670788092e464133fcc0ace6,-339925,Matam,Matam,Senegal,,39,0,Sunny,37.1,98.7,17.8,11.1,27,1,2025-04-01 11:30,1743507000,0,0.0,29.83,1010,38.0,100.4,7.3,10,6,56,ENE,15.5,9.6,sn
670787c62e464133fcc06ea8,VIR18922,Rajkot,Gujarat,India,,40,0,Sunny,37.1,98.7,12.8,7.9,6,1,2025-04-01 17:00,1743507000,0,0.0,29.7,1006,38.0,100.4,0.8,10,6,343,NNW,10.8,6.7,in
670787c12e464133fcc0663a,VIR11263,Khammam,Telangana,India,,41,13,Sunny,37.0,98.6,24.8,15.4,19,1,2025-04-01 17:00,1743507000,0,0.0,29.66,1005,38.0,100.3,0.3,10,6,143,SE,18.7,11.6,in
670787bf2e464133fcc06362,VIR10406,Jasdan,Gujarat,India,,42,0,Sunny,37.0,98.6,13.6,8.5,6,1,2025-04-01 17:00,1743507000,0,0.0,29.71,1006,37.9,100.3,0.8,10,6,345,NNW,11.5,7.2,in
