_id,uid,city,state,country,aqi,slug,rank,cloud,condition_text,feelslike_c,feelslike_f,gust_kph,gust_mph,humidity,is_day,last_updated,last_updated_epoch,precip_in,precip_mm,pressure_in,pressure_mb,temp_c,temp_f,uv,vis_km,vis_miles,wind_degree,wind_dir,wind_kph,wind_mph,country_code
670787c22e464133fcc0691e,VIR13604,Mahesana,Gujarat,India,,india/gujarat/mahesana,1,0,Sunny,43.5,110.4,29.0,18.0,6,1,2025-04-06 14:00,1743928200,0,0,29.7,1006,42.4,108.2,7.7,10,6,277,W,25.2,15.7,in
670788622e464133fcc1365a,PLLODA00030674,Phalodi,Rajasthan,India,,india/rajasthan/phalodi,2,4,Sunny,43.5,110.3,20.7,12.9,6,1,2025-04-06 14:00,1743928200,0,0,29.63,1003,42.3,108.2,7.3,10,6,275,W,18.0,11.2,in
670787bf2e464133fcc06336,VIR8103,Godhra,Gujarat,India,,india/gujarat/godhra,3,0,Sunny,42.9,109.2,19.5,12.1,7,1,2025-04-06 14:00,1743928200,0,0,29.7,1006,42.0,107.5,7.5,10,6,290,WNW,16.9,10.5,in
670787ba2e464133fcc05d72,VIR2486,Bikaner,Rajasthan,India,,india/rajasthan/bikaner,4,0,Sunny,42.9,109.2,18.2,11.3,6,1,2025-04-06 14:00,1743928200,0,0,29.63,1003,41.9,107.5,7.2,10,6,276,W,15.8,9.8,in
66f39f668d1ca34b5384346b,12823,Vadodara,Gujarat,India,99.0,india/gujarat/vadodara,5,0,Sunny,42.7,108.9,16.6,10.3,6,1,2025-04-06 14:00,1743928200,0,0,29.7,1006,41.9,107.3,7.5,10,6,285,WNW,14.4,8.9,in
670787c22e464133fcc06922,VIR13754,Mancheral,Telangana,India,,india/telangana/mancheral,6,3,Sunny,42.8,109.0,8.3,5.1,11,1,2025-04-06 14:00,1743928200,0,0,29.66,1004,41.9,107.4,5.9,10,6,297,WNW,7.2,4.5,in
670787c22e464133fcc0692f,VIR14301,Meghraj,Gujarat,India,,india/gujarat/meghraj,7,0,Sunny,42.6,108.7,24.0,14.9,6,1,2025-04-06 14:00,1743928200,0,0,29.69,1005,41.8,107.2,7.5,10,6,272,W,20.9,13.0,in
670787c12e464133fcc0663e,VIR11283,Khedbrahma,Gujarat,India,,india/gujarat/khedbrahma,8,0,Sunny,42.7,108.9,24.0,14.9,6,1,2025-04-06 14:00,1743928200,0,0,29.69,1006,41.8,107.3,7.6,10,6,280,W,20.9,13.0,in
670787bf2e464133fcc06357,VIR10341,Jaisalmer,Rajasthan,India,,india/rajasthan/jaisalmer,9,0,Sunny,42.7,108.8,11.2,7.0,6,1,2025-04-06 14:00,1743928200,0,0,29.65,1004,41.8,107.3,7.8,10,6,270,W,9.7,6.0,in
670787c22e464133fcc06940,VIR15555,Nandod,Gujarat,India,,india/gujarat/nandod,10,0,Sunny,42.3,108.2,14.5,9.0,7,1,2025-04-06 14:00,1743928200,0,0,29.72,1006,41.6,106.9,7.5,10,6,304,NW,12.6,7.8,in
