_id,uid,city,state,country,aqi,slug,rank,cloud,condition_text,feelslike_c,feelslike_f,gust_kph,gust_mph,humidity,is_day,last_updated,last_updated_epoch,precip_in,precip_mm,pressure_in,pressure_mb,temp_c,temp_f,uv,vis_km,vis_miles,wind_degree,wind_dir,wind_kph,wind_mph,country_code
670787f32e464133fcc0955c,-340786,Kaolack,Kaolack,Senegal,,senegal/kaolack/kaolack,1,0,Clear,44.6,112.3,50.4,31.3,14,0,2025-04-06 20:30,1743971400,0.0,0.0,29.68,1005,42.3,108.1,0.0,10,6,335,NNW,26.6,16.6,sn
670788092e464133fcc0ace6,-339925,Matam,Matam,Senegal,,senegal/matam/matam,2,0,Clear,40.4,104.6,48.8,30.3,22,0,2025-04-06 20:30,1743971400,0.0,0.0,29.68,1005,40.3,104.5,0.0,10,6,352,N,26.3,16.3,sn
670787ef2e464133fcc09262,-239440,Nouna,Boucle du Mouhoun,Burkina Faso,,burkina-faso/boucle-du-mouhoun/nouna,3,0,Clear,35.0,95.0,24.2,15.0,9,0,2025-04-06 20:30,1743971400,0.0,0.0,29.69,1005,36.4,97.6,0.0,10,6,119,ESE,11.5,7.2,bf
66decfd9934726e744d7f6e0,11908,Merida,Yucatan,Mexico,23.0,mexico/yucatan/merida,4,75,Partly cloudy,39.9,103.9,17.4,10.8,37,1,2025-04-06 14:15,1743970500,0.0,0.0,29.79,1009,36.1,97.0,8.1,11,6,153,SSE,15.1,9.4,mx
66ded087934726e744d92ee2,12640,Bamako,Bamako,Mali,97.0,mali/bamako/bamako,5,0,Clear,33.5,92.4,14.4,8.9,13,0,2025-04-06 20:30,1743971400,0.0,0.0,29.77,1008,35.3,95.5,0.0,10,6,80,E,6.8,4.3,ml
66ded08a934726e744d934c3,12881,Khartoum,Khartoum,Sudan,111.5,sudan/khartoum/khartoum,6,0,Clear,33.1,91.6,33.2,20.6,13,0,2025-04-06 22:30,1743971400,0.0,0.0,29.68,1005,35.0,94.9,0.0,10,6,345,NNW,19.4,12.1,sd
66decf7b934726e744d754dc,13844,Ouagadougou,Centre,Burkina Faso,53.5,burkina-faso/centre/ouagadougou,7,0,Clear,32.3,90.2,25.7,16.0,18,0,2025-04-06 20:15,1743970500,0.0,0.0,29.74,1007,34.3,93.7,0.0,10,6,137,SE,12.2,7.6,bf
66ded005934726e744d84c1d,6305,Lakeland,Florida,United States,22.5,united-states/florida/lakeland,8,75,Partly cloudy,36.0,96.7,31.1,19.3,41,1,2025-04-06 16:15,1743970500,0.0,0.0,29.97,1015,33.4,92.1,5.8,16,9,241,WSW,27.0,16.8,us
66decf75934726e744d74bf0,13449,Abuja,Federal Capital Territory,Nigeria,125.5,nigeria/federal-capital-territory/abuja,9,0,Clear,34.3,93.7,9.2,5.7,41,0,2025-04-06 21:15,1743970500,0.0,0.0,29.8,1009,33.3,91.9,0.0,10,6,214,SW,4.7,2.9,ng
66decfd6934726e744d7f0f7,11298,Kalaburagi,Karnataka,India,45.0,india/karnataka/kalaburagi,10,0,Clear,30.6,87.1,14.8,9.2,15,0,2025-04-07 01:45,1743970500,0.0,0.0,29.75,1007,32.8,91.0,0.0,10,6,79,E,7.9,4.9,in
67dd34f833d5fa82976b3321,840517100024,Norfolk,Virginia,United States,23.0,united-states/virginia/norfolk,11,100,Overcast,38.8,101.8,54.6,33.9,33,1,2025-04-06 16:30,1743971400,0.0,0.0,29.78,1009,32.8,91.0,3.4,16,9,235,SW,26.6,16.6,us
67dd34f833d5fa82976b3324,840518100008,Virginia Beach,Virginia,United States,24.0,united-states/virginia/virginia-beach,12,100,Overcast,38.8,101.8,54.6,33.9,33,1,2025-04-06 16:30,1743971400,0.0,0.0,29.78,1009,32.8,91.0,3.4,16,9,235,SW,26.6,16.6,us
66decf94934726e744d783fb,8729,Solapur,Maharashtra,India,85.0,india/maharashtra/solapur,13,0,Clear,30.3,86.5,30.2,18.8,13,0,2025-04-07 01:45,1743970500,0.0,0.0,29.75,1007,32.5,90.5,0.0,10,6,47,NE,14.4,8.9,in
67dd350c33d5fa82976b4603,840120550003,Archbold,Florida,United States,31.0,united-states/florida/archbold,14,25,Partly cloudy,33.5,92.4,20.7,12.9,45,1,2025-04-06 16:30,1743971400,0.0,0.0,29.96,1015,32.5,90.5,5.8,16,9,160,SSE,18.0,11.2,us
670788602e464133fcc131b5,-351016,Birnin Kebbi,Kebbi,Nigeria,,nigeria/kebbi/birnin-kebbi,15,0,Clear,30.1,86.2,21.2,13.2,11,0,2025-04-06 21:30,1743971400,0.0,0.0,29.71,1006,32.3,90.1,0.0,10,6,229,SW,10.1,6.3,ng
66ded005934726e744d84c35,6309,Lake Mary,Florida,United States,28.5,united-states/florida/lake-mary,16,25,Partly cloudy,33.6,92.5,17.8,11.1,41,1,2025-04-06 16:15,1743970500,0.0,0.0,29.97,1015,32.2,90.0,5.6,16,9,207,SSW,15.5,9.6,us
66ded00c934726e744d857ee,8529,Cuernavaca,Morelos,Mexico,70.0,mexico/morelos/cuernavaca,17,0,Sunny,31.7,89.0,12.9,8.0,17,1,2025-04-06 14:15,1743970500,0.0,0.0,29.97,1015,32.2,90.0,12.0,11,6,179,S,11.2,6.9,mx
67dd350c33d5fa82976b4605,840121275002,Daytona Beach,Florida,United States,31.0,united-states/florida/daytona-beach,18,25,Partly cloudy,33.6,92.5,17.8,11.1,41,1,2025-04-06 16:30,1743971400,0.0,0.0,29.97,1015,32.2,90.0,5.6,16,9,207,SSW,15.5,9.6,us
66ded007934726e744d84f2b,13293,Zacatepec,Morelos,Mexico,46.0,mexico/morelos/zacatepec,19,0,Sunny,31.2,88.2,9.5,5.9,17,1,2025-04-06 14:15,1743970500,0.0,0.0,29.97,1015,32.2,90.0,11.5,11,6,186,S,8.3,5.1,mx
67dd34e933d5fa82976b25e9,840121152002,Venice,Florida,United States,43.0,united-states/florida/venice,20,50,Partly cloudy,36.3,97.4,33.9,21.1,42,1,2025-04-06 16:30,1743971400,0.0,0.0,29.98,1015,32.2,90.0,6.0,16,9,205,SSW,29.5,18.3,us
66ded005934726e744d84c47,7630,Venice Gardens,Florida,United States,26.0,united-states/florida/venice-gardens,21,50,Partly cloudy,36.3,97.4,33.9,21.1,42,1,2025-04-06 16:15,1743970500,0.0,0.0,29.98,1015,32.2,90.0,6.0,16,9,205,SSW,29.5,18.3,us
670787ea2e464133fcc08f9c,-351010,Ilorin,Kwara,Nigeria,,nigeria/kwara/ilorin,22,50,Partly cloudy,39.2,102.5,22.6,14.0,59,0,2025-04-06 21:30,1743971400,0.0,0.0,29.8,1009,32.0,89.6,0.0,10,6,191,SSW,16.9,10.5,ng
66ded0ab934726e744d972c4,10162,San Antonino Castillo Velasco,Oaxaca,Mexico,38.0,mexico/oaxaca/san-antonino-castillo-velasco,23,25,Partly cloudy,30.1,86.2,10.8,6.7,21,1,2025-04-06 14:30,1743971400,0.0,0.0,30.03,1017,32.0,89.6,11.3,13,8,194,SSW,9.4,5.8,mx
670787b02e464133fcc04ba4,9172,Oaxaca,Oaxaca,Mexico,,mexico/oaxaca/oaxaca,24,25,Partly cloudy,29.8,85.7,16.2,10.0,21,1,2025-04-06 14:30,1743971400,0.0,0.0,30.03,1017,32.0,89.6,10.5,13,8,151,SSE,14.0,8.7,mx
66decf95934726e744d786df,12827,Vijayapura,Karnataka,India,73.0,india/karnataka/vijayapura,25,0,Clear,29.7,85.4,8.9,5.5,18,0,2025-04-07 01:45,1743970500,0.0,0.0,29.77,1008,31.9,89.4,0.0,10,6,10,N,5.0,3.1,in
670787bf2e464133fcc06339,VIR8613,Gulbarga,Karnataka,India,,india/karnataka/gulbarga,26,0,Clear,29.6,85.2,15.9,9.9,16,0,2025-04-07 02:00,1743971400,0.0,0.0,29.74,1007,31.8,89.2,0.0,10,6,81,E,7.9,4.9,in
66ded005934726e744d84c1c,6288,Fruit Cove,Florida,United States,29.0,united-states/florida/fruit-cove,27,50,Partly cloudy,33.6,92.4,22.8,14.2,38,1,2025-04-06 16:15,1743970500,0.0,0.0,29.96,1015,31.7,89.1,5.5,16,9,237,WSW,19.8,12.3,us
66ded004934726e744d8494e,8598,Jacksonville,Florida,United States,24.444444444444443,united-states/florida/jacksonville,28,50,Partly cloudy,33.5,92.2,23.6,14.7,38,1,2025-04-06 16:15,1743970500,0.0,0.0,29.96,1015,31.7,89.1,5.5,16,9,234,SW,20.5,12.8,us
66ded004934726e744d84941,6296,Ocala,Florida,United States,32.333333333333336,united-states/florida/ocala,29,75,Partly cloudy,36.7,98.0,33.1,20.6,44,1,2025-04-06 16:15,1743970500,0.0,0.0,29.98,1015,31.7,89.1,5.8,16,9,229,SW,28.8,17.9,us
66ded001934726e744d8436c,5354,Carrollton,Virginia,United States,34.0,united-states/virginia/carrollton,30,0,Sunny,35.2,95.3,28.0,17.4,33,1,2025-04-06 16:15,1743970500,0.0,0.0,29.76,1008,31.7,89.1,3.6,16,9,230,SW,23.8,14.8,us
