_id,uid,city,state,country,aqi,slug,rank,cloud,condition_text,feelslike_c,feelslike_f,gust_kph,gust_mph,humidity,is_day,last_updated,last_updated_epoch,precip_in,precip_mm,pressure_in,pressure_mb,temp_c,temp_f,uv,vis_km,vis_miles,wind_degree,wind_dir,wind_kph,wind_mph,country_code
670787c22e464133fcc06922,VIR13754,Mancheral,Telangana,India,,india/telangana/mancheral,1,5,Sunny,43.3,110.0,5.0,3.1,14,1,2025-04-07 12:00,1744007400,0,0,29.76,1008,42.2,108.0,9.7,10,6,229,SW,4.3,2.7,in
670787be2e464133fcc0605f,VIR5834,Dholka,Gujarat,India,,india/gujarat/dholka,2,0,Sunny,42.4,108.4,19.0,11.8,8,1,2025-04-07 12:00,1744007400,0,0,29.8,1009,41.7,107.0,10.3,10,6,284,WNW,16.6,10.3,in
66decfa5934726e744d7a177,11288,Talcher,Odisha,India,87.0,india/odisha/talcher,3,2,Sunny,42.4,108.3,10.8,6.7,12,1,2025-04-07 11:45,1744006500,0,0,29.79,1009,41.6,106.9,9.3,10,6,55,NE,3.6,2.2,in
670788622e464133fcc1365a,PLLODA00030674,Phalodi,Rajasthan,India,,india/rajasthan/phalodi,4,0,Sunny,42.2,107.9,16.2,10.0,7,1,2025-04-07 12:00,1744007400,0,0,29.72,1006,41.5,106.7,10.1,10,6,225,SW,14.0,8.7,in
670787ba2e464133fcc05d72,VIR2486,Bikaner,Rajasthan,India,,india/rajasthan/bikaner,5,0,Sunny,42.2,107.9,9.9,6.2,7,1,2025-04-07 12:00,1744007400,0,0,29.71,1006,41.5,106.7,9.9,10,6,279,W,8.6,5.4,in
670787c22e464133fcc0691e,VIR13604,Mahesana,Gujarat,India,,india/gujarat/mahesana,6,0,Sunny,41.9,107.5,26.1,16.2,8,1,2025-04-07 12:00,1744007400,0,0,29.79,1009,41.3,106.4,10.4,10,6,272,W,22.7,14.1,in
670788622e464133fcc1365c,PLLODA00030676,Ganganagar,Rajasthan,India,,india/rajasthan/ganganagar,7,0,Sunny,42.0,107.5,14.5,9.0,9,1,2025-04-07 12:00,1744007400,0,0,29.73,1007,41.3,106.4,8.9,10,6,119,ESE,12.6,7.8,in
670787be2e464133fcc0604d,VIR4549,Chittaurgarh,Rajasthan,India,,india/rajasthan/chittaurgarh,8,0,Sunny,41.6,106.9,14.1,8.7,6,1,2025-04-07 12:00,1744007400,0,0,29.75,1008,41.1,106.1,10.4,10,6,317,NW,12.2,7.6,in
670787c22e464133fcc06929,VIR13795,Manuguru,Telangana,India,,india/telangana/manuguru,9,3,Sunny,41.6,106.8,5.0,3.1,20,1,2025-04-07 12:00,1744007400,0,0,29.76,1008,41.1,106.0,10.1,10,6,155,SSE,4.3,2.7,in
670787ba2e464133fcc05a69,VIR65,Abohar,Punjab,India,,india/punjab/abohar,10,0,Sunny,41.4,106.6,13.7,8.5,9,1,2025-04-07 12:00,1744007400,0,0,29.74,1007,41.0,105.8,8.9,10,6,127,SE,11.9,7.4,in
670787c22e464133fcc0691f,VIR13684,Malaut,Punjab,India,,india/punjab/malaut,11,0,Sunny,41.3,106.4,12.0,7.5,9,1,2025-04-07 12:00,1744007400,0,0,29.74,1007,41.0,105.7,8.8,10,6,142,SE,10.4,6.5,in
670787c22e464133fcc0692f,VIR14301,Meghraj,Gujarat,India,,india/gujarat/meghraj,12,0,Sunny,41.3,106.3,26.5,16.5,7,1,2025-04-07 12:00,1744007400,0,0,29.79,1009,40.9,105.7,10.3,10,6,273,W,23.0,14.3,in
670787ba2e464133fcc05a6c,VIR151,Adilabad,Telangana,India,,india/telangana/adilabad,13,0,Sunny,41.2,106.1,4.1,2.6,9,1,2025-04-07 12:00,1744007400,0,0,29.76,1008,40.8,105.5,10.2,10,6,96,E,3.6,2.2,in
