_id,uid,city,state,country,aqi,slug,rank,cloud,condition_text,feelslike_c,feelslike_f,gust_kph,gust_mph,humidity,is_day,last_updated,last_updated_epoch,precip_in,precip_mm,pressure_in,pressure_mb,temp_c,temp_f,uv,vis_km,vis_miles,wind_degree,wind_dir,wind_kph,wind_mph,country_code
66ded08a934726e744d934c3,12881,Khartoum,Khartoum,Sudan,111.5,sudan/khartoum/khartoum,1,0,Sunny,40.5,105.0,23.6,14.7,12,1,2025-04-03 14:30,1743683400,0,0,29.65,1004,40.4,104.8,8.1,10.0,6,13,NNE,20.5,12.8,sd
66decf7e934726e744d75a75,3769,Al Ayn,Abu Zaby,United Arab Emirates,95.2,united-arab-emirates/abu-zaby/al-ayn,2,0,Sunny,39.0,102.3,22.0,13.6,7,1,2025-04-03 16:15,1743682500,0,0,29.83,1010,39.4,102.9,2.6,10.0,6,212,SSW,19.1,11.9,ae
66decf7a934726e744d751e7,12880,N Djamena,N Djamena,Chad,194.5,chad/n-djamena/n-djamena,3,0,Sunny,38.8,101.8,18.6,11.6,8,1,2025-04-03 13:15,1743682500,0,0,29.8,1009,39.2,102.6,9.4,7.0,4,30,NNE,16.2,10.1,td
66ded087934726e744d92f01,12668,Buraydah,Al Qasim,Saudi Arabia,20.6,saudi-arabia/al-qasim/buraydah,4,75,Partly cloudy,38.5,101.2,31.5,19.6,8,1,2025-04-03 15:30,1743683400,0,0,29.8,1009,39.0,102.2,4.5,10.0,6,210,SSW,27.4,17.0,sa
66ded0ea934726e744d9ee48,12669,Unayzah,Al Qasim,Saudi Arabia,25.0,saudi-arabia/al-qasim/unayzah,5,75,Partly cloudy,38.5,101.2,31.9,19.8,8,1,2025-04-03 15:30,1743683400,0,0,29.8,1009,39.0,102.2,4.4,10.0,6,216,SW,27.7,17.2,sa
670788602e464133fcc131b5,-351016,Birnin Kebbi,Kebbi,Nigeria,,nigeria/kebbi/birnin-kebbi,6,0,Sunny,38.4,101.1,15.7,9.8,18,1,2025-04-03 13:30,1743683400,0,0,29.78,1008,38.9,102.1,11.6,10.0,6,107,ESE,13.7,8.5,ng
66f39f668d1ca34b5384346b,12823,Vadodara,Gujarat,India,99.0,india/gujarat/vadodara,7,0,Sunny,37.6,99.7,21.5,13.4,10,1,2025-04-03 18:00,1743683400,0,0,29.74,1007,38.4,101.1,0.0,10.0,6,235,SW,18.7,11.6,in
670787ef2e464133fcc09262,-239440,Nouna,Boucle du Mouhoun,Burkina Faso,,burkina-faso/boucle-du-mouhoun/nouna,8,0,Sunny,37.6,99.8,8.3,5.1,6,1,2025-04-03 12:30,1743683400,0,0,29.79,1009,38.4,101.2,12.9,10.0,6,135,SE,7.2,4.5,bf
66ded087934726e744d92efc,11619,Riyadh,Ar Riyad,Saudi Arabia,35.2,saudi-arabia/ar-riyad/riyadh,9,0,Sunny,37.5,99.4,25.7,15.9,7,1,2025-04-03 15:30,1743683400,0,0,29.85,1011,38.3,100.9,4.5,10.0,6,155,SSE,22.3,13.9,sa
66ded0a6934726e744d969d3,11463,Ad Diriyah,Ar Riyad,Saudi Arabia,35.0,saudi-arabia/ar-riyad/ad-diriyah,10,0,Sunny,37.5,99.4,26.5,16.5,7,1,2025-04-03 15:30,1743683400,0,0,29.85,1011,38.3,100.9,4.5,10.0,6,154,SSE,23.0,14.3,sa
670787c72e464133fcc06f17,VIR21364,Sihor,Gujarat,India,,india/gujarat/sihor,11,0,Sunny,37.5,99.5,16.4,10.2,8,1,2025-04-03 18:00,1743683400,0,0,29.75,1007,38.3,101.0,0.0,10.0,6,339,NNW,11.9,7.4,in
670787ea2e464133fcc08f9b,-214312,Maiduguri,Borno,Nigeria,,nigeria/borno/maiduguri,12,0,Sunny,37.5,99.5,24.4,15.2,7,1,2025-04-03 13:30,1743683400,0,0,29.79,1009,38.3,101.0,10.6,10.0,6,41,NE,21.2,13.2,ng
66decfd3934726e744d7eb13,8192,Ahmedabad,Gujarat,India,133.55555555555554,india/gujarat/ahmedabad,13,0,Overcast,37.3,99.2,26.7,16.6,15,1,2025-04-03 17:45,1743682500,0,0,29.74,1007,38.2,100.8,0.7,4.0,2,297,WNW,22.3,13.9,in
66decf7b934726e744d754dc,13844,Ouagadougou,Centre,Burkina Faso,53.5,burkina-faso/centre/ouagadougou,14,0,Sunny,37.3,99.2,12.4,7.7,23,1,2025-04-03 12:15,1743682500,0,0,29.83,1010,38.2,100.8,12.7,10.0,6,102,ESE,10.8,6.7,bf
66ded089934726e744d931d6,12674,Al Hufuf,Ash Sharqiyah,Saudi Arabia,15.0,saudi-arabia/ash-sharqiyah/al-hufuf,15,0,Sunny,37.3,99.2,19.0,11.8,9,1,2025-04-03 15:30,1743683400,0,0,29.8,1009,38.2,100.8,3.5,10.0,6,87,E,16.6,10.3,sa
66decf98934726e744d78cc1,11854,Gandhinagar,Gujarat,India,109.0,india/gujarat/gandhinagar,16,0,Overcast,37.3,99.2,27.7,17.2,15,1,2025-04-03 17:45,1743682500,0,0,29.74,1007,38.2,100.8,0.7,4.0,2,287,WNW,23.0,14.3,in
670787e12e464133fcc0869b,PLLODA000068,Diffa,Diffa,Niger,,niger/diffa/diffa,17,0,Sunny,37.2,99.0,25.7,15.9,5,1,2025-04-03 13:30,1743683400,0,0,29.85,1011,38.1,100.6,10.2,10.0,6,39,NE,22.3,13.9,ne
66decf7e934726e744d75aa1,12770,Iranshahr,Sistan Va Baluchestan,Iran,32.0,iran/sistan-va-baluchestan/iranshahr,18,0,Sunny,37.2,99.0,15.7,9.8,9,1,2025-04-03 15:45,1743682500,0,0,29.83,1010,38.1,100.6,1.9,10.0,6,309,NW,13.7,8.5,ir
66decf97934726e744d789c4,11285,Kota,Rajasthan,India,139.0,india/rajasthan/kota,19,0,Sunny,37.0,98.7,11.7,7.3,10,1,2025-04-03 17:45,1743682500,0,0,29.7,1006,38.0,100.4,0.4,10.0,6,334,NNW,10.1,6.3,in
66decf9d934726e744d795ba,13743,Bihar Sharif,Bihar,India,166.0,india/bihar/bihar-sharif,20,32,Partly Cloudy,36.9,98.4,25.6,15.9,7,1,2025-04-03 17:45,1743682500,0,0,29.71,1006,37.9,100.2,0.1,10.0,6,297,WNW,16.6,10.3,in
66decfd6934726e744d7f0e1,12433,Jodhpur,Rajasthan,India,130.0,india/rajasthan/jodhpur,21,0,Sunny,36.8,98.2,11.1,6.9,5,1,2025-04-03 17:45,1743682500,0,0,29.72,1007,37.8,100.0,0.6,10.0,6,265,W,9.0,5.6,in
